mac,brand
00-90-04,3Com Europe Ltd
00-06-8C,3Com Corporation
02-60-8C,3Com Corporation
00-D0-D8,3Com Corporation
18-93-7F,AMPAK Technology Inc.
A4-35-23,Guangdong Donyan Network Technologies Ltd
B4-A9-4F,Mercury Corporation
80-3A-F4,Fiberhome Telecommunication Technologies Ltd
48-A0-F8,Fiberhome Telecommunication Technologies Ltd
F8-5E-3C,Shenzhen Zhibotong Electronics Ltd
28-3E-76,Common Networks
DC-39-79,Cisco Systems Inc.
0C-53-31,ETH Zurich
DC-90-88,Huawei Technologies Ltd
54-81-2D,PAX Computer Technology(Shenzhen) Ltd
0C-9A-42,FN-Link Technology Limited
00-08-09,Systemonic AG
8C-41-F4,IPmotion GmbH
70-4F-08,Shenzhen Huisheng Information Technology Ltd
88-35-C1,OI Electric Ltd
30-42-A1,ilumisys Inc. DBA Toggled
00-26-B7,Kingston Technology Company Inc.
28-D0-CB,Cambridge Communication Systems Ltd
40-62-EA,China Mobile Group Device Ltd
4C-0F-C7,Earda Technologies Ltd
80-A7-96,Neurotek LLC
CC-21-19,Samsung Electronics Ltd
30-23-03,Belkin International Inc.
9C-F6-DD,IEEE Registration Authority
00-1E-80,Icotera A/S
48-88-1E,EthoSwitch LLC
3C-71-BF,Espressif Inc.
00-03-93,Apple
00-00-C3,Harris Corporation
30-4B-07,Motorola Mobility LLC, a Lenovo Company
34-5A-BA,tcloud Intelligence
50-2F-A8,Cisco Systems Inc.
90-2B-D2,Huawei Technologies Ltd
08-D5-9D,Sagemcom Broadband SAS
C0-83-59,IEEE Registration Authority
EC-83-D5,GIRD Systems Inc
14-94-2F,Usys Ltd
FC-B1-0D,Shenzhen Tian Kun Technology Ltd
20-F7-7C,Vivo Mobile Communication Ltd
00-1E-EC,Compal Information (Kunshan) Ltd
F0-76-1C,Compal Information (Kunshan) Ltd
00-04-AE,Sullair Corporation
00-45-1D,Cisco Systems Inc.
A0-D6-35,WBS Technology
34-80-0D,Cavium Inc
B4-4B-D6,IEEE Registration Authority
D8-91-2A,ZyXEL Communications Corp
3C-42-7E,IEEE Registration Authority
00-0B-A3,Siemens AG
00-0C-8A,Bose Corporation
24-3A-82,Irts
88-09-07,MKT Systemtechnik GmbH & Co. KG
58-A4-8E,PixArt Imaging Inc.
30-D6-59,Merging Technologies SA
70-2A-D5,Samsung Electronics Ltd
88-97-65,exands
38-6E-88,ZTE Corporation
B8-85-84,Dell Inc.
40-EE-DD,Huawei Technologies Ltd
B0-18-86,SmarDTV
AC-75-1D,Huawei Technologies Ltd
28-9E-97,Huawei Technologies Ltd
00-15-25,Chamberlain Access Solutions
00-1E-B0,ImesD Electronica S.L.
64-1C-67,Digibras Industria DO Brasils/A
60-05-8A,Hitachi Metals Ltd
BC-22-FB,RF Industries
00-80-B6,Mercury Systems - Trusted Mission Solutions Inc.
08-51-2E,Orion Diagnostica Oy
98-A4-04,Ericsson AB
00-CC-3F,Universal Electronics Inc.
74-B9-1E,Nanjing Bestway Automation System Ltd
A0-19-B2,IEEE Registration Authority
8C-15-C7,Huawei Technologies Ltd
60-FA-9D,Huawei Technologies Ltd
DC-99-14,Huawei Technologies Ltd
4C-3F-D3,Texas Instruments
B0-53-65,China Mobile IOT Company Limited
30-88-41,Sichuan AI-Link Technology Ltd
44-EF-CF,UGENE SOLUTION Inc.
30-45-96,Huawei Technologies Ltd
C0-F4-E6,Huawei Technologies Ltd
74-EB-80,Samsung Electronics Ltd
0C-E0-DC,Samsung Electronics Ltd
D8-68-C3,Samsung Electronics Ltd
C4-93-D9,Samsung Electronics Ltd
A8-2B-B9,Samsung Electronics Ltd
AC-FD-93,Weifang Goertek Electronics Ltd
00-B8-C2,Heights Telecom T Ltd
F4-BF-80,Huawei Technologies Ltd
00-0E-8F,Sercomm Corporation.
A0-E6-17,Matis
70-01-B5,Cisco Systems Inc.
00-1F-49,Manhattan TV Ltd
88-D6-52,AMERGINT Technologies
FC-90-FA,Independent Technologies
D0-B2-14,PoeWit Inc
C4-24-56,Palo Alto Networks
B4-B6-86,Hewlett-Packard Company
4C-ED-FB,ASUSTek Computer Inc.
7C-2E-BD,Google Inc.
6C-AF-15,Webasto SE
E4-E1-30,TCT mobile Ltd
0C-21-38,Hengstler GmbH
E4-60-59,Pingtek Ltd
E0-19-1D,Huawei Technologies Ltd
68-D1-BA,Shenzhen YOUHUA Technology Ltd
1C-1A-C0,Apple
30-78-C2,Innowireless / QUCELL Networks
40-50-B5,Shenzhen New Species Technology Ltd
3C-15-FB,Huawei Technologies Ltd
CC-93-4A,Sierra Wireless
00-CF-C0,China Mobile Group Device Ltd
DC-33-0D,Qing DAO Haier Telecom Ltd
68-89-75,nuoxc
40-F0-4E,Integrated Device Technology (Malaysia) Sdn. Bhd.
00-21-F2,EASY3CALL Technology Limited
00-15-C4,Flovel Ltd
00-11-E6,Scientific Atlanta
24-F1-28,Telstra
E0-38-3F,ZTE Corporation
D4-72-26,ZTE Corporation
40-83-1D,Apple
DC-D3-A2,Apple
5C-1D-D9,Apple
80-05-88,Ruijie Networks Ltd
F0-0E-1D,Megafone Limited
88-AE-07,Apple
68-FE-F7,Apple
AC-35-EE,FN-Link Technology Limited
88-11-96,Huawei Technologies Ltd
E4-0E-EE,Huawei Technologies Ltd
28-D9-97,Yuduan Mobile Ltd
30-1F-9A,IEEE Registration Authority
0C-2C-54,Huawei Technologies Ltd
D4-C1-9E,Ruckus Wireless
70-69-5A,Cisco Systems Inc.
00-BF-77,Cisco Systems Inc.
D0-77-14,Motorola Mobility LLC, a Lenovo Company
30-B7-D4,Hitron Technologies Inc.
B4-81-BF,Meta-Networks LLC
94-6A-B0,Arcadyan Corporation
48-18-FA,Nocsys
58-7A-6A,Guangdong Oppo Mobile Telecommunications Corp Ltd
A0-38-F8,OURA Health Oy
68-79-24,ELS-GmbH & Co. KG
28-FD-80,IEEE Registration Authority
0C-AE-7D,Texas Instruments
30-45-11,Texas Instruments
E8-1A-AC,ORFEO SOUNDWORKS Inc.
00-07-58,DragonWave Inc.
F0-FC-C8,ARRIS Group Inc.
F8-DF-15,Sunitec Enterprise Ltd
00-1D-B5,Juniper Networks
B0-26-80,Cisco Systems Inc.
D4-93-98,Nokia Corporation
00-19-37,CommerceGuard AB
FC-7C-02,Phicomm (Shanghai) Ltd
A8-61-0A,Arduino AG
60-97-DD,MicroSys Electronics GmbH
04-79-70,Huawei Technologies Ltd
A0-57-E3,Huawei Technologies Ltd
1C-B0-44,Askey Computer Corp
F4-84-4C,Texas Instruments
B4-F2-E8,ARRIS Group Inc.
3C-57-4F,China Mobile Group Device Ltd
D4-9C-F4,Palo Alto Networks
8C-16-45,LCFC(HeFei) Electronics Technology Ltd
68-98-61,Beacon Inc
60-98-13,Shanghai Visking Digital Technology Ltd
50-6B-4B,Mellanox Technologies Inc.
B4-1C-30,ZTE Corporation
70-5A-AC,Samsung Electronics Ltd
2C-95-69,ARRIS Group Inc.
A0-39-EE,Sagemcom Broadband SAS
E4-CB-59,Beijing Loveair Science and Technology Ltd
B4-E6-2D,Espressif Inc.
84-74-60,ZTE Corporation
4C-82-CF,Dish Technologies Corp
28-57-67,Dish Technologies Corp
70-16-9F,EtherCAT Technology Group
68-EF-43,Apple
D0-2B-20,Apple
2C-61-F6,Apple
D4-A3-3D,Apple
F0-76-6F,Apple
40-98-AD,Apple
6C-4D-73,Apple
1C-A0-B8,Hon Hai Precision Ind Ltd
D8-84-66,Extreme Networks Inc.
00-04-96,Extreme Networks Inc.
00-E0-2B,Extreme Networks Inc.
5C-0E-8B,Extreme Networks Inc.
74-67-F7,Extreme Networks Inc.
E4-30-22,Hanwha Techwin Security Vietnam
04-4F-17,HUMAX Ltd
E4-8F-34,Vodafone Italia S.p.A.
68-5A-CF,Samsung Electronics Ltd
0C-A8-A7,Samsung Electronics Ltd
B0-67-2F,Bowers & Wilkins
10-CD-6E,Fisys
D8-63-75,Xiaomi Communications Ltd
D8-9C-67,Hon Hai Precision Ind Ltd
64-20-9F,Tilgin AB
A4-3E-51,Anov France
70-26-05,SONY Visual Products Inc.
00-90-F1,Seagate Cloud Systems Inc
84-5A-81,ffly4u
CC-81-DA,Phicomm (Shanghai) Ltd
00-80-6C,Secure Systems & Services
00-72-63,Netcore Technology Inc.
1C-27-DD,Datang Gohighsec(zhejiang)Information Technology Ltd
B8-C8-EB,Itel Mobile Limited
80-C5-F2,Azurewave Technologies Inc.
64-F8-8A,China Mobile IOT Company Limited
68-DB-54,Phicomm (Shanghai) Ltd
B4-52-53,Seagate Technology
00-11-C6,Seagate Technology
00-1D-38,Seagate Technology
00-50-13,Seagate Cloud Systems Inc
C8-DF-84,Texas Instruments
24-0D-6C,Smnd
48-55-5C,Wu Qi Technologies,Inc.
18-F0-E4,Xiaomi Communications Ltd
58-8A-5A,Dell Inc.
9C-8C-6E,Samsung Electronics Ltd
DC-4F-22,Espressif Inc.
F8-6C-E1,Taicang T&W Electronics
1C-73-28,Connected Home
D8-E0-04,Vodia Networks Inc
2C-FD-AB,Motorola (Wuhan) Mobility Technologies Communication Ltd
30-B4-B8,LG Electronics
38-0E-4D,Cisco Systems Inc.
38-73-EA,IEEE Registration Authority
4C-52-62,Fujitsu Technology Solutions GmbH
80-3B-F6,Look Easy International Limited
30-EB-1F,Skylab M&C Technology Ltd
54-9A-4C,Guangdong Homecare Technology Ltd
EC-1D-8B,Cisco Systems Inc.
EC-70-97,ARRIS Group Inc.
58-19-F8,ARRIS Group Inc.
D0-7F-C4,Ou Wei Technology Ltd Of Shenzhen City
14-79-F3,China Mobile Group Device Ltd
0C-CE-F6,Guizhou Fortuneship Technology Ltd
18-06-FF,Acer Computer(Shanghai) Limited.
C4-CD-82,Hangzhou Lowan Information Technology Ltd
30-FB-94,Shanghai Fangzhiwei Information Technology Ltd
00-23-A0,Hana CNS Ltd
F4-06-A5,Hangzhou Bianfeng Networking Technology Ltd
A4-B5-2E,Integrated Device Technology (Malaysia) Sdn. Bhd.
3C-A5-81,Vivo Mobile Communication Ltd
34-E9-11,Vivo Mobile Communication Ltd
64-CB-A3,Pointmobile
EC-FA-BC,Espressif Inc.
08-BA-22,Swaive Corporation
28-C1-3C,Hon Hai Precision Ind Ltd
B0-EC-E1,Private
60-E7-8A,Unisem
28-29-86,APC by Schneider Electric
70-7D-B9,Cisco Systems Inc.
08-BE-AC,Edimax Technology Ltd
00-24-24,Ace Axis Limited
50-C9-A0,Skipper AS
74-83-EF,Arista Networks
00-E0-F6,Decision Europe
CC-2D-E0,Routerboard.com
00-BF-61,Samsung Electronics Ltd
78-67-D7,Apple
B8-C1-11,Apple
10-46-B4,FormericaOE
9C-E3-3F,Apple
38-6B-1C,Shenzhen Mercury Communication Technologies Ltd
DC-55-83,Guangdong Oppo Mobile Telecommunications Corp Ltd
00-12-48,Dell EMC
00-60-48,Dell EMC
7C-C9-5A,Dell EMC
D0-04-01,Motorola Mobility LLC, a Lenovo Company
74-28-57,Mayfield Robotics
58-90-43,Sagemcom Broadband SAS
B4-A3-82,Hangzhou Hikvision Digital Technology Ltd
A4-07-B6,Samsung Electronics Ltd
40-49-8A,Synapticon GmbH
38-9D-92,Seiko Epson Corporation
8C-0F-83,Angie Hospitality LLC
DC-68-EB,Nintendo Ltd
E8-36-1D,Sense Labs Inc.
08-78-08,Samsung Electronics Ltd
88-75-98,Samsung Electronics Ltd
C0-17-4D,Samsung Electronics Ltd
20-F1-9E,ARRIS Group Inc.
C8-9F-42,VDII Innovation AB
70-91-F3,Universal Electronics Inc.
08-00-69,Silicon Graphics
00-22-91,Cisco Systems Inc.
10-FC-B6,mirusystems Ltd
04-D6-AA,Samsung Electro-Mechanics(Thailand)
50-A8-3A,S Mobile Devices Limited
64-05-E9,Shenzhen WayOS Technology Crop Ltd
A0-70-99,Beijing Huacan Electronics Ltd
48-D6-D5,Google Inc.
0C-58-42,DME Micro
B8-10-D4,Masimo Corporation
BC-82-5D,Mitsumi Electric Ltd
D0-66-6D,Shenzhen Bus-Lan Technology Ltd
08-15-2F,Samsung Electronics Ltd ARTIK
F4-F5-DB,Xiaomi Communications Ltd
F4-E2-04,Traqueur
CC-22-37,IEEE Registration Authority
38-D6-20,Limidea Concept Pte Ltd
74-F9-1A,Onface
A4-34-F1,Texas Instruments
18-60-24,Hewlett-Packard Company
BC-3D-85,Huawei Technologies Ltd
20-54-FA,Huawei Technologies Ltd
38-37-8B,Huawei Technologies Ltd
74-5C-4B,GN Audio A/S
00-14-9D,Sound ID Inc.
A8-E8-24,Inim Electronics S.R.L.
10-49-63,Harting K.K.
8C-D4-8E,Itel Mobile Limited
64-2B-8A,ALL BEST Industrial Ltd
B8-EE-0E,Sagemcom Broadband SAS
EC-D0-9F,Xiaomi Communications Ltd
78-E1-03,Amazon Technologies Inc.
00-06-59,EAL (Apeldoorn) B.V.
E4-EC-10,Nokia Corporation
00-26-92,Mitsubishi Electric Corporation
8C-C1-21,Panasonic Corporation AVC Networks Company
EC-04-41,Shenzhen TIGO Semiconductor Ltd
AC-BE-75,Ufine Technologies Ltd
00-C0-8F,Panasonic Electric Works Ltd
B0-35-0B,Mobiwire Mobiles (Ningbo) Ltd
28-A6-AC,seca GmbH & Co. kg
A8-BE-27,Apple
C0-A5-3E,Apple
44-4E-6D,AVM Audiovisuelles Marketing und Computersysteme GmbH
90-B1-E0,Beijing Nebula Link Technology Ltd
6C-09-0A,Gematica SRL
70-E1-FD,Flextronics
74-E6-0F,Tecno Mobile Limited
00-1A-A7,Torian Wireless
0C-B4-59,Marketech International Corp.
80-14-A8,Guangzhou V-SOLUTION Electronic Technology Ltd
40-9B-CD,D-Link International
00-2E-C7,Huawei Technologies Ltd
48-8E-EF,Huawei Technologies Ltd
54-75-95,TP-Link Technologies Ltd
C4-71-54,TP-Link Technologies Ltd
58-61-63,Quantum Networks (SG) Pte Ltd
EC-3D-FD,Shenzhen Bilian Electronic Ltd
94-D0-29,Guangdong Oppo Mobile Telecommunications Corp Ltd
30-84-54,Guangdong Oppo Mobile Telecommunications Corp Ltd
5C-03-39,Huawei Technologies Ltd
F8-28-19,Liteon Technology Corporation
00-15-E5,Cheertek Inc.
50-E9-71,Jibo Inc.
30-F7-7F,S Mobile Devices Limited
D8-6C-63,Google Inc.
08-40-F3,Tenda Technology LtdDongguan branch
94-FB-B2,Shenzhen Gongjin Electronics Ltd
00-1E-99,Vantanol Industrial Corporation
58-B6-33,Ruckus Wireless
5C-51-81,Samsung Electronics Ltd
60-8E-08,Samsung Electronics Ltd
54-3D-37,Ruckus Wireless
2C-E6-CC,Ruckus Wireless
00-22-7F,Ruckus Wireless
74-91-1A,Ruckus Wireless
00-C0-5D,L&N Technologies
58-C5-83,Itel Mobile Limited
18-20-4C,Kummler+Matter AG
18-D2-25,Fiberhome Telecommunication Technologies Ltd
18-B4-30,Nest Labs Inc.
30-B1-64,Power Electronics International Inc.
F8-8A-3C,IEEE Registration Authority
A4-04-50,nFore Technology Inc.
FC-5A-1D,Hitron Technologies Inc.
94-14-7A,Vivo Mobile Communication Ltd
38-17-E1,Technicolor CH USA Inc.
98-28-A6,Compal Information (Kunshan) Ltd
94-3F-C2,Hewlett Packard Enterprise
68-1D-EF,Shenzhen CYX Technology Ltd
B4-00-16, Ingenico Terminals SAS
AC-20-3E,Wuhan Tianyu Information Industry Ltd
B0-1F-29,Helvetia Inc.
88-0F-10,Huami Information Technology Ltd
14-61-2F,Avaya Inc
00-30-9D,Nimble Microsystems Inc.
8C-21-0A,TP-Link Technologies Ltd
4C-18-9A,Guangdong Oppo Mobile Telecommunications Corp Ltd
CC-4B-73,AMPAK Technology Inc.
00-15-DC,KT&C Ltd
00-18-7D,Armorlink Co Ltd
F4-30-B9,Hewlett-Packard Company
00-19-F0,Unionman Technology Ltd
C8-DB-26,Logitech
A4-0E-2B,Facebook Inc
AC-4E-2E,Shenzhen JingHanDa Electronics Ltd
4C-91-0C, Lanix Internacional, S.A. de C.V.
A4-78-86,Avaya Inc
04-03-D6,Nintendo Ltd
5C-1A-6F,Cambridge Industries(Group) Ltd
3C-4C-D0,Ceragon Networks
F4-0E-83,ARRIS Group Inc.
98-F7-D7,ARRIS Group Inc.
B4-BF-F6,Samsung Electronics Ltd
2C-3A-E8,Espressif Inc.
88-BD-78,Flaircomm Microelectronics,Inc.
58-C5-CB,Samsung Electronics Ltd
20-6B-E7,TP-Link Technologies Ltd
18-2C-B4,Nectarsoft Ltd
54-C9-DF,FN-Link Technology Limited
74-F6-1C,HTC Corporation
B8-FF-B3,MitraStar Technology Corp.
EC-23-7B,ZTE Corporation
A0-C9-A0,Murata Manufacturing Ltd
98-2D-BA,Fibergate Inc.
84-C0-EF,Samsung Electronics Ltd
00-A3-8E,Cisco Systems Inc.
E0-D5-5E,Giga-Byte Technology Ltd
A0-40-A0,Netgear
00-0D-2B,Racal Instruments
48-A7-4E,ZTE Corporation
BC-8A-E8,Qing DAO Haier Telecom Ltd
F4-DE-0C,ESPOD Ltd
3C-52-82,Hewlett-Packard Company
08-ED-02,IEEE Registration Authority
E8-FD-E8,CeLa Link Corporation
28-C6-3F,Intel Corporation
88-CC-45,Skyworth Digital Technology(Shenzhen) Ltd
60-08-37,ivvi Scientific(Nanchang) Ltd
EC-36-3F,Markov Corporation
58-04-CB,Tianjin Huisun Technology Ltd
60-D7-E3,IEEE Registration Authority
18-93-D7,Texas Instruments
A8-B8-6E,LG Electronics (Mobile Communications)
CC-90-E8,Shenzhen YOUHUA Technology Ltd
7C-4F-7D,Sawwave
9C-AC-6D,Universal Electronics Inc.
08-EA-40,Shenzhen Bilian Electronic Ltd
00-D0-95,Alcatel-Lucent Enterprise
00-20-DA,Alcatel-Lucent Enterprise
6C-59-76,Shanghai Tricheer Technology Ltd
7C-7B-8B,Control Concepts Inc.
84-A9-C4,Huawei Technologies Ltd
A0-08-6F,Huawei Technologies Ltd
34-CE-00,XIAOMI Electronics Ltd
D0-6F-82,Huawei Technologies Ltd
A0-F4-79,Huawei Technologies Ltd
84-47-65,Huawei Technologies Ltd
C4-FF-1F,Huawei Technologies Ltd
B8-37-65,Guangdong Oppo Mobile Telecommunications Corp Ltd
34-5B-BB,GD Midea Air-Conditioning Equipment Ltd
C4-0B-CB,Xiaomi Communications Ltd
84-AF-EC,Buffalo Inc.
5C-C6-E9,Edifier International
98-DD-EA,Infinix mobility limited
00-1D-44,Krohne
A8-A1-98,TCT mobile Ltd
E0-C0-D1,CK Telecom (Shenzhen) Limited
AC-B5-7D,Liteon Technology Corporation
D4-61-9D,Apple
D0-49-8B,Zoom Server
08-27-CE,Nagano Keiki Ltd
C0-D3-C0,Samsung Electronics Ltd
94-8B-C1,Samsung Electronics Ltd
14-56-8E,Samsung Electronics Ltd
14-BD-61,Apple
50-3A-7D,AlphaTech PLC Int'l Ltd
F4-C4-D6,Shenzhen Xinfa Electronic Ltd
68-37-E9,Amazon Technologies Inc.
2C-A1-7D,ARRIS Group Inc.
D8-32-14,Tenda Technology LtdDongguan branch
10-95-4B,Megabyte Ltd
D8-32-5A,Shenzhen YOUHUA Technology Ltd
9C-DA-3E,Intel Corporation
00-2C-C8,Cisco Systems Inc.
C0-02-8D,WINSTAR Display Ltd
E8-9F-EC,Chengdu KT Electronic HI-Tech Ltd
80-26-89,D-Link International
F8-AB-05,Sagemcom Broadband SAS
7C-50-49,Apple
E4-7D-EB,Shanghai Notion Information Technology Ltd
C4-B9-CD,Cisco Systems Inc.
D4-61-FE,Hangzhou H3C Technologies Ltd
2C-4D-54,ASUSTek Computer Inc.
34-96-72,TP-Link Technologies Ltd
64-B4-73,Xiaomi Communications Ltd
74-51-BA,Xiaomi Communications Ltd
6C-B4-A7,Landauer Inc.
78-02-F8,Xiaomi Communications Ltd
00-23-8A,Ciena Corporation
00-10-81,DPS Inc.
40-F3-85,IEEE Registration Authority
88-78-73,Intel Corporation
F8-75-88,Huawei Technologies Ltd
F4-4C-7F,Huawei Technologies Ltd
28-A2-4B,Juniper Networks
08-00-27,PCS Systemtechnik GmbH
F8-A5-C5,Cisco Systems Inc.
7C-5A-1C,Sophos Ltd
B0-F1-EC,AMPAK Technology Inc.
54-2B-57,Night Owl SP
50-1E-2D,StreamUnlimited Engineering GmbH
E4-5D-51,SFR
EC-01-EE,Guangdong Oppo Mobile Telecommunications Corp Ltd
60-49-C1,Avaya Inc
70-20-84,Hon Hai Precision Ind Ltd
9C-66-50,Glodio Technolies Ltd Tianjin Branch
A0-A3-3B,Huawei Technologies Ltd
7C-67-A2,Intel Corporation
00-E0-5A,Galea Network Security
48-A3-80,Gionee Communication Equipment Ltd
94-65-2D,OnePlus Technology (Shenzhen) Ltd
1C-B8-57,Becon Technologies Ltd
68-27-37,Samsung Electronics Ltd
F0-6E-32,Microtel Innovation S.R.L.
54-C4-15,Hangzhou Hikvision Digital Technology Ltd
3C-F8-62,Intel Corporation
28-16-AD,Intel Corporation
00-60-D3,AT&T
84-8D-C7,Cisco SPVTG
00-19-92,Adtran Inc
04-5D-4B,Sony Corporation
78-AF-58,Gimasi SA
90-50-5A,unGlue Inc.
8C-93-51,Jigowatts Inc.
D8-38-FC,Ruckus Wireless
34-78-D7,Gionee Communication Equipment Ltd
5C-CC-A0,Gridwiz Inc.
68-31-FE,Teladin Ltd
58-00-E3,Liteon Technology Corporation
2C-0B-E9,Cisco Systems Inc.
C4-30-18,MCS Logic Inc.
D0-FF-98,Huawei Technologies Ltd
B0-E5-ED,Huawei Technologies Ltd
C4-86-E9,Huawei Technologies Ltd
00-0A-E4,Wistron Corporation
34-4B-3D,Fiberhome Telecommunication Technologies Ltd
FC-3C-E9,Tsingtong Technologies Ltd
A4-08-F5,Sagemcom Broadband SAS
00-B0-91,Transmeta Corp.
AC-C6-62,MitraStar Technology Corp.
88-6B-44,Sunnovo International Limited
A4-58-0F,IEEE Registration Authority
C8-F7-33,Intel Corporation
E0-A7-00,Verkada Inc
58-40-4E,Apple
D0-C5-F3,Apple
BC-9F-EF,Apple
20-AB-37,Apple
60-F4-45,Apple
48-F9-7C,Fiberhome Telecommunication Technologies Ltd
40-B9-3C,Hewlett Packard Enterprise
C0-BF-C0,Huawei Technologies Ltd
9C-D9-CB,Lesira Manufacturing Pty Ltd
94-E9-79,Liteon Technology Corporation
A0-3D-6F,Cisco Systems Inc.
A0-E0-AF,Cisco Systems Inc.
4C-B8-1C,SAM Electronics GmbH
00-30-48,Super Micro Computer Inc.
44-D2-44,Seiko Epson Corporation
A0-8C-F8,Huawei Technologies Ltd
7C-F9-5C,U.I. Lapp GmbH
A4-E6-B1,Shanghai Joindata Technology Ltd
C0-9C-04,Shaanxi GuoLian Digital TV Technology Ltd
AC-D6-57,Shaanxi GuoLian Digital TV Technology Ltd
00-76-86,Cisco Systems Inc.
8C-2F-A6,Solid Optics B.V.
8C-19-2D,IEEE Registration Authority
00-AC-E0,ARRIS Group Inc.
00-75-32,Inid BV
64-73-E2,Arbiter Systems Inc.
88-C6-26,Logitech Inc.
D0-60-8C,ZTE Corporation
AC-23-3F,Shenzhen Minew Technologies Ltd
7C-03-C9,Shenzhen YOUHUA Technology Ltd
B8-E9-37,Sonos Inc.
E4-5D-52,Avaya Inc
00-23-F7,Private
3C-80-AA,Ransnet Singapore Pte Ltd
B4-96-91,Intel Corporation
C8-21-58,Intel Corporation
24-20-C7,Sagemcom Broadband SAS
D4-C8-B0,Prime Electronics & Satellitics Inc.
44-6A-B7,ARRIS Group Inc.
70-1C-E7,Intel Corporation
9C-2A-70,Hon Hai Precision Ind Ltd
70-3D-15,Hangzhou H3C Technologies Ltd
E4-9E-12,Freebox SAS
04-81-AE,Clack Corporation
9C-13-AB,Chanson Water Ltd
98-E4-76,Zentan
14-A5-1A,Huawei Technologies Ltd
04-75-03,Huawei Technologies Ltd
3C-EF-8C,Zhejiang Dahua Technology Ltd
A4-D9-A4,neXus ID Solutions AB
48-4D-7E,Dell Inc.
D4-E9-0B,CVT Ltd
CC-B0-DA,Liteon Technology Corporation
18-F2-92,Shannon Systems
8C-EA-1B,Edgecore Networks Corporation
E0-2C-F3,MRS Electronic GmbH
50-B3-63,Digitron da Amazonia S/A
2C-0E-3D,Samsung Electro-Mechanics(Thailand)
58-E1-6C,Ying Hua Information Technology (Shanghai) Ltd
9C-7D-A3,Huawei Technologies Ltd
A4-C6-4F,Huawei Technologies Ltd
CC-FD-17,TCT mobile Ltd
DC-9F-DB,Ubiquiti Networks Inc.
00-27-22,Ubiquiti Networks Inc.
00-15-6D,Ubiquiti Networks Inc.
00-D7-8F,Cisco Systems Inc.
2C-BA-BA,Samsung Electronics Ltd
40-D3-AE,Samsung Electronics Ltd
2C-DD-95,Taicang T&W Electronics
88-E8-7F,Apple
9C-F4-8E,Apple
5C-F7-E6,Apple
B8-53-AC,Apple
20-3C-AE,Apple
A0-3B-E3,Apple
4C-32-75,Apple
48-7A-55,ALE International
00-1E-AE,Continental Automotive Systems Inc.
50-2B-73,Tenda Technology LtdDongguan branch
04-BA-36,Li Seng Technology Ltd
10-72-23,Tellescom Industria E Comercio EM Telecomunicacao
E0-68-6D,Raybased AB
18-61-C7,lemonbeat GmbH
9C-DC-71,Hewlett Packard Enterprise
B4-F8-1E,Kinova
D0-3D-C3,AQ Corporation
EC-01-E2,Foxconn Interconnect Technology
B4-E7-82,Vivalnk
44-09-B8,Salcomp (Shenzhen) Ltd
38-16-D1,Samsung Electronics Ltd
D0-17-6A,Samsung Electronics Ltd
D4-88-90,Samsung Electronics Ltd
54-92-BE,Samsung Electronics Ltd
20-5D-47,Vivo Mobile Communication Ltd
10-C6-0C,Domino UK Ltd
04-31-10,Inspur Group Ltd
94-9A-A9,Microsoft Corporation
AC-AB-2E,Beijing LasNubes Technology Ltd
60-0B-03,Hangzhou H3C Technologies Ltd
A0-AB-1B,D-Link International
D8-42-E2,Canary Connect Inc.
C8-B2-1E,Chipsea Technologies (Shenzhen) Corp.
00-06-78,D&M Holdings Inc.
E0-28-6D,AVM Audiovisuelles Marketing und Computersysteme GmbH
88-4C-CF,Pulzze Systems Inc.
50-09-59,Technicolor CH USA Inc.
E4-12-18,Shenzhen Rapoo Technology Ltd
00-19-84,ESTIC Corporation
00-16-28,Magicard Ltd
70-2E-22,ZTE Corporation
C8-E7-76,PTCOM Technology
00-02-78,Samsung Electro Mechanics Ltd
00-23-99,Samsung Electronics Ltd
00-17-C9,Samsung Electronics Ltd
90-6E-BB,Hon Hai Precision Ind Ltd
18-F4-6A,Hon Hai Precision Ind Ltd
4C-0F-6E,Hon Hai Precision Ind Ltd
78-E4-00,Hon Hai Precision Ind Ltd
00-21-2F,Phoebe Micro Inc.
38-59-F9,Hon Hai Precision Ind Ltd
EC-55-F9,Hon Hai Precision Ind Ltd
C4-73-1E,Samsung Electronics Ltd
5C-0A-5B,Samsung Electro Mechanics Ltd
7C-E9-D3,Hon Hai Precision Ind Ltd
1C-3E-84,Hon Hai Precision Ind Ltd
B8-76-3F,Hon Hai Precision Ind Ltd
60-F4-94,Hon Hai Precision Ind Ltd
80-56-F2,Hon Hai Precision Ind Ltd
7C-F8-54,Samsung Electronics Ltd
00-1B-98,Samsung Electronics Ltd
00-1A-8A,Samsung Electronics Ltd
3C-5A-37,Samsung Electronics Ltd
F4-9F-54,Samsung Electronics Ltd
34-C3-AC,Samsung Electronics Ltd
44-F4-59,Samsung Electronics Ltd
00-26-5D,Samsung Electronics Ltd
CC-F9-E8,Samsung Electronics Ltd
D8-57-EF,Samsung Electronics Ltd
18-E2-C2,Samsung Electronics Ltd
98-52-B1,Samsung Electronics Ltd
E4-40-E2,Samsung Electronics Ltd
10-3B-59,Samsung Electronics Ltd
D8-90-E8,Samsung Electronics Ltd
C4-62-EA,Samsung Electronics Ltd
14-F4-2A,Samsung Electronics Ltd
08-08-C2,Samsung Electronics Ltd
